name,content
비정상적 성적 기호,비정상적 성적 기호 기타    특정 사물의 소유나 행동으로 성적 만족감을 느낌
비정상적인 움직임,비정상적인 움직임 기타    자신의 의지와 상관없이 신체의 일부를 반복적으로 움직임
비현실감,비현실감 기타    가상 현실에 존재하고 있다는 느낌이나 현실과 분리되어 있다고 느끼는 상태
빛이나 소리 공포증,빛이나 소리 공포증 기타    빛이나 소리에 대한 두렵고 무서움
사고의 비약,사고의 비약 기타    연상활동이 지나치게 빨라 생각이 한 주제에서 다른 주제로 빠르게 진행되는 현상
사회성 부족,사회성 부족 기타    원만한 대인관계 형성을 맺지 못하는 증상
사회적 고립,사회적 고립 기타    동료에게 전혀 관심을 끌지 못하거나 그룹활동에서 선택되지 못하는 것
산만함,산만함 기타    한가지 생각이나 행동에 집중하지 못하는 상태
삶에 대한 흥미 상실,"삶에 대한 흥미 상실 기타    삶에 대한 의지나 의욕, 재미가 없음"
섬망,"섬망 기타    여러가지 원인에 의해서 갑자기 발생한 의식의 장애, 주의력 저하, 언어력 저하 등 인지 기능 전반의 장애"
성격의변화,성격의변화 기타    뇌기능 장애로 인해 원래의 성격과는 다른 양상의 성격 양상을 보임
성욕감퇴,성욕감퇴 기타    이성과의 성적인 접촉 욕구가 감소함
소아기호증,소아기호증 기타    사춘기 전의 어린이에게만 성적 충동을 느끼는 증상
소외감,소외감 기타    남들과 멀어진 듯한 느낌
수면 시작이 어려움,수면 시작이 어려움 기타    잠이 들기까지 시간이 오래걸림
수면 유지가 어려움,수면 유지가 어려움 기타    잠이 든 후 자주 깸
수면 주기의 변화,수면 주기의 변화 기타    정상적인 사람의 수면주기는 약 90~120분 정도로 렘(REM)수면과 비렘(Non-REM) 수면으로 구성된 4~5회 수면주기를 가지게 되나 스트레스나 질환 등에 의해 이러한 수면주기가 바뀌는 상태  
수면 중 보행,수면 중 보행 기타    수면 중 걸어다니는 현상
수면 중 이상한 행동,"수면 중 이상한 행동 기타    수면 중 코골이, 이갈이, 수면 중 보행 등의 이상 행동을 보이는 상태"
수면장애,"수면장애 기타    불면증, 과다 수면, 기면병, 수면 무호흡증,악몽, 야경증, 몽유병 등의 원인에 의해 수면에 곤란이나 이상이 있을 경우"
식욕부진,"식욕부진 기타    질환, 치료, 정신적 이상 상태 등의 여러가지 원인에 의해 먹고 싶은 욕구가 감소한 상태"
식욕증가,식욕증가 기타    먹고자 하는 의지가 강해짐
암 부위별로 다름,암 부위별로 다름 기타    암부위별로 나타나는 증상이 다름
애착 상대와 분리 거부,애착 상대와 분리 거부 기타    애착상태와 떨어져 있으려 하는 것을 강하게 거부함
야만적 행위,야만적 행위 기타    교양없고 무례한 행위
약물남용,약물남용 기타    불법적인 약물의 사용 혹은 처방되지 않은 약물의 잘못된 사용
오후 우울감 완화,오후 우울감 완화 기타    우울한 상태가 오후 시간이 되었을 때 호전을 보임
와해된 언어,와해된 언어 기타    상황이나 논리에 맞지 않는 말을 함
와해된 행동,와해된 행동 기타    상황이나 논리에 맞지 않는 행동을 함
왜곡된 신체상,왜곡된 신체상 기타    매우 말랐으나 스스로 뚱뚱하다고 생각하는 등의 원래의 모습과 다르게 판단하는 것
외출 거부,외출 거부 기타    집 바깥 출입을 거부함
우울,"우울 기타    기분, 생각, 사고과정, 동기, 의욕, 관심, 행동, 수면, 신체활동 등 전반적인 정신 기능이 저하된 상태"
우유부단함,우유부단함 기타    의사결정을 명확히 하지 못함
원한,원한 기타    억울하고 원통한 일을 당하여 응어리진 마음
위험한 행동 반복,위험한 행동 반복 기타    자해나 타해를 반복하여 일으킴
의식 불명,의식 불명 기타    자기 자신이나 사물에 대하여 인식하는 능력이 없어짐
의심,의심 기타    확실히 할 수 없어서 믿지 못하는 마음
이상한 소리를 냄,이상한 소리를 냄 기타    자신의 의지와 상관없이 의미 없는 소리를 반복적으로 냄
이상행동,이상행동 기타    평소와 다른 행동을 보임
이성의 옷을 착용함,이성의 옷을 착용함 기타    빈칸
이인증,이인증 기타    자신의 심리 과정이나 신체로부터 떨어져 있는 듯한 느낌
인내심이 부족함,인내심이 부족함 기타    참지 못하고 행동하거나 말함
읽기 자체의 문제,읽기 자체의 문제 기타    글자를 읽을 수 없음
"읽기,쓰기 능력 부족","읽기,쓰기 능력 부족 기타    글을 읽거나 쓰는데 어려움이 있음"
읽으려 하지 않음,읽으려 하지 않음 기타    글자를 읽기를 거부함
입수면기의 환각,입수면기의 환각 기타    수면을 시작할 때 지각되는 실제 대상이 없는데도 지각되는 감각
자살의 위험,자살의 위험 기타    자신의 목숨을 끊고자하는 행동을 보임
자제력 상실 두려움,자제력 상실 두려움 기타    자신의 욕구를 스스로 통제하는 힘을 잃는 것에 대해 두려운 느낌이 듬
접촉도착증,접촉도착증 기타    상대방의 신체 일부분에 몸을 문질러 쾌감이나 성적 흥분을 얻는 것
정서 및 행동의 일탈,정서 및 행동의 일탈 기타    정해진 영역 또는 본래의 목적에서 벗어난 행동을 함
정서장애,정서장애 기타    빈칸
정서적 둔마,정서적 둔마 기타    정신이 굳어서 흐려짐
정신 지체,정신 지체 기타    빈칸
정신 혼미,"정신 혼미 기타    중독이나 감염 등의 여러가지 원인에 의해 기억력, 주의력, 집중력, 사고력 등의 지적 능력이 일시적으로 상실된 상태"
정체감 혼란 및 변형,정체감 혼란 및 변형 기타    내가 누구인지 일관되게 인식하지 못하고 혼동하거나 평소와 다르게 생각함 
조급증,조급증 기타    느긋하지 않고 매우 급한 성질
조절할 수 없는 충동감,조절할 수 없는 충동감 기타    어떠한 행동을 하고자 하는 욕구를 자신의 의지로 조절할 수 없는 상태
좁은 공간에서의 불안감,좁은 공간에서의 불안감 기타    급히 빠져나갈 수 없는 장소 또는 도움을 받기 어려운 장소나 상황에 혼자 가는 것을 두려워하는 상태
죽음에 대한 공포,죽음에 대한 공포 기타    어떠한 행동의 결과로 죽을 수도 있다거나 죽는다는 것 자체에 대한 공포감이 심함
직무 태만,직무 태만 기타    자신의 업무에 대해 열심히 하려 하지 않고 게으름
질병에 대한 공포,질병에 대한 공포 기타    빈칸
질투,질투 기타    다른 사람이 잘되거나 좋은 처지에 있는 것 따위를 미워하고 깎아내리려 함
초조함,초조함 기타    마음이 조마조마함
충동 조절 어려움,충동 조절 어려움 기타    순간적으로 어떤 행동을 하고 싶은 욕구를 조절하기 어려움
충동적 도벽,충동적 도벽 기타    자신의 의지로 조절되지 않는 충동감으로 물건을 훔침
"태아 뼈,근육의 기형","태아 뼈,근육의 기형 기타    검사 시 뱃속 태아의 골격에 기형이 관찰됨"
"태아, 신생아의 기형","태아, 신생아의 기형 기타    검사 시 뱃속 태아에게서나 출생 후 신생아에게서 기형이 관찰됨"
"태아, 신생아의 정신 장애","태아, 신생아의 정신 장애 기타    출생 후 신생아에게서 정신장애가 관찰됨"
판단력장애,"판단력장애 기타    사물을 인식하거나 논리, 기준에 의해 판단하는 능력의 장애 "
폭식,폭식 기타    병적으로 지나치게 음식물을 섭취함
피학증,피학증 기타    성적 쾌락을 얻기 위해 모욕이나 고통을 받으려고 하는 증상
피해망상,"피해망상 기타    자신이 타인으로부터 부당하게 괴롭힘, 고통, 피해를 입고 있다고 생각하는 증상"
행동장애,행동장애 기타    지속적으로 타인의 권리를 침범하거나 나이에 걸맞지 않게 사회적 규범을 어기는 행동이 나타나는 장애
환각,환각 기타    외부의 자극이 없는데도 외부에서 자극이 들어온 것처럼 느끼는 현상
환미,환미 기타    외부에서 미각의 자극이 없는데도 미각을 느끼는 것
환부의 분비물,환부의 분비물 기타    건강문제가 있는 분위에서 나오는 분비물
환시,환시 기타    외부에서 시각적 자극이 없는데도 시각을 인지하는 것
환청,환청 기타    외부에서 청각 자극이 없는데도 청각을 인지하는 것
환촉,환촉 기타    외부의 촉각 자극이 없는데도 감각을 인지하는 것
회피,회피 기타    선뜻 나서기를 꺼림
희망이 없는 느낌,희망이 없는 느낌 기타    어떤 행동을 하면서 그 행동으로 인해 좋아질 것이라는 느낌이 없음 
O자 다리,O자 다리 다리    다리를 똑바로 펴고 섰을 때 무릎 사이가 2cm에서 7.5cm 이상 바깥으로 휘어진 다리 상태
X자 다리,X자 다리 다리    똑바로 섰을 때 무릎 아래가 바깥으로 벌어져 있고 양 발목은 어른 주먹 한 개 이상이 들어갈 정도로 벌어져있는 다리 상태
관절 불안정증,"관절 불안정증 다리    관절을 유지하는 건이나 인대, 연골 등의 손상으로 관절 운동이 불안정한 상태"
관절염,관절염 다리    관절 사이 완충 역할을 해 주는 연골이 파괴되고 관절에 염증성 변화가 일어난 상태
다리 외상,다리 외상 다리    다리를 다쳤어요
다리 통증,"다리 통증 다리    허벅지, 종아리 부위에 생긴 통증"
다리가 잘 안 벌어짐,다리가 잘 안 벌어짐 다리    똑바로 누워 다리를 벌렸을 때 벌어지지 않음
다리변형,다리변형 다리    외상이나 질환에 의해 다리 뼈가 휘는 등의 다리 모양이 변하는 것
다리의 길이가 틀림,다리의 길이가 틀림 다리    똑바로 누워 무릎을 굽혔을 때 무릎의 높이가 다름
무릎 부위 부종,무릎 부위 부종 다리    무릎 부위가 부은 상태
무릎 부위 통증,무릎 부위 통증 다리    무릎 부위에서 느껴지는 통증
보행이상,보행이상 다리    보행 시 중심 이동이 과도하거나 양측의 운동이 불균형하게 나타나 정상적인 보행이 안 되는 것
뻣뻣함,뻣뻣함 다리    뼈와 뼈 사이를 잇는 관절이 굳어 뻣뻣하게 느껴지는 증상
양무릎사이 벌어짐,양무릎사이 벌어짐 다리    다리가 바깥쪽으로 휘어 무릎 사이 간격이 넓어짐
양반다리로 앉기힘듬,"양반다리로 앉기힘듬 다리    대퇴, 고관절 부위에 이상이 있어 바닥에 양반다리로 앉는 자세를 취하기 힘든 상태"
오리걸음,오리걸음 다리    근육이상이나 관절이상의 원인으로 다리를 벌리고 허리와 엉덩이를 흔들며 걷는 모양 
좁은 보폭의 걸음걸이,좁은 보폭의 걸음걸이 다리    아장아장 걷는 듯한 걸음걸이
종아리 근육의 비대,종아리 근육의 비대 다리    종아리 근육이 커짐
파열음,파열음 다리    찢어지면서 나는 소리
파행,파행 다리    다리로 가는 동맥이 폐쇄되거나 허리의 신경이 압박을 받아 다리를 절게 되는 상태
하지 마비,하지 마비 다리    빈칸
하지부종,"하지부종 다리    다리, 발이 부은 상태"
하지의 근력약화,하지의 근력약화 다리    다리의 근육 힘이 약화됨
해파리에 쏘였어요,해파리에 쏘였어요 다리    해파리에 쏘였어요
